CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7297,2010,MO,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,4,4,1,0,1,M
7298,2010,MO,0,1,1,,0,,2,1,2,1,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,,2,1,1,1,,1,5,1,0,1,M
7299,2010,MO,1,1,2,,0,,5,5,2,14,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,3,,2,1,1,1,,4,,,,4,5,5,3,1,1,,1,5,3,0,1,M
7300,2010,MO,0,1,1,,0,,2,4,1,9,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,4,,,,4,1,4,1,4,1,1,5,0,1,1
7301,2010,MO,1,1,1,,1,2,5,7,2,14,0,1,1,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,5,5,5,3,1,1,,5,,,,,,,,,,,,4,2,,3,1,1,1,,2,4,2,0,1,1
7302,2010,MO,0,1,1,,0,,2,6,1,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,1,1,1,2,1,1,,1,,,,,,,,,,,2,1,5,0,1,1
7303,2010,MO,0,1,2,,1,1,4,2,2,4,0,1,0,1,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,1,0,D,D,1,,,,,,,,,,,,,,,,,,,,2,,5,4,1,1,5,,1,4,5,0,1,1
7304,2010,MO,0,1,2,,0,,5,3,2,13,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,5,2,4,1,1,1,,2,3,3,0,1,M
7305,2010,MO,0,1,2,,0,,3,2,1,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,5,1,1,1,1,M
7306,2010,MO,0,1,2,,0,,4,2,2,2,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,D,1,,,,,,,,,,,,,,,,,,,,,5,3,4,1,1,1,,2,3,3,0,1,M
7307,2010,MO,0,1,2,,0,,3,4,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,1,,4,2,2,0,1,M
7308,2010,MO,0,1,2,,0,,6,2,2,4,0,1,0,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,1,,4,1,2,0,1,1
7309,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7310,2010,MO,0,1,2,,0,,5,3,2,13,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4,4,1,1,1,,2,3,3,0,1,M
7311,2010,MO,0,1,2,,0,,5,3,2,13,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,1,3,1,1,1,,2,3,3,0,1,M
7312,2010,MO,0,1,2,,0,,4,3,2,12,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,1,3,1,1,1,,2,3,3,0,1,M
7313,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7314,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7315,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7316,2010,MO,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,M
7317,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7318,2010,MO,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7319,2010,MO,0,1,1,,0,,6,2,2,10,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,1,1,,2,2,4,0,1,M
7320,2010,MO,0,1,2,,0,,5,2,2,8,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,2,3,3,3,1,1,1,,2,2,4,0,1,M
7321,2010,MO,0,1,1,,0,,1,2,2,2,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,1,,1,5,1,0,1,M
7322,2010,MO,0,1,1,,0,,2,1,1,1,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,D,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,5,1,0,1,M
7323,2010,MO,0,1,1,,0,,4,5,2,8,0,0,1,0,0,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,2,,,,2,1,2,1,2,1,1,5,0,1,1
7324,2010,MO,0,1,2,,1,1,6,0,2,13,0,1,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,1,1,5,0,1,1
7325,2010,MO,0,1,2,,1,1,4,1,2,10,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,,5,1,1,0,1,1
7326,2010,MO,1,0,2,,0,,3,2,2,7,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,2,,,1,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
7327,2010,MO,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,3,3,2,0,1,1
7328,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7329,2010,MO,0,1,1,,0,,3,5,2,9,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,1,1,,0,,,0,,,,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,3,,,,,1,1,1,1,,5,1,1,0,1,M
7330,2010,MO,0,1,1,,0,,2,2,2,2,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,1,5,1,0,1,M
7331,2010,MO,0,1,2,,0,,1,3,2,7,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,4,2,3,1,1,1,,3,4,2,0,1,M
7332,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7333,2010,MO,0,1,2,,0,,5,4,2,10,0,1,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,5,1,1,0,1,1
7334,2010,MO,0,1,1,,0,,3,1,2,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,2,3,3,0,M,M
7335,2010,MO,0,1,2,,0,,2,1,1,8,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,,2,2,4,0,1,1
7336,2010,MO,0,1,2,,0,,1,3,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,1,1,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,5,5,1,1,1,,5,,,,,1,1,1,1,1,,5,1,1,0,1,M
7337,2010,MO,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,,3,2,3,0,1,1
7338,2010,MO,0,1,2,,0,,4,1,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,2,3,3,0,1,1
7339,2010,MO,0,1,6,1,1,1,3,6,2,13,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,4,,3,1,1,1,,3,,,1,,4,4,1,1,1,,4,1,2,0,M,1
7340,2010,MO,0,1,2,,0,,3,2,2,10,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,4,3,4,5,1,1,,3,1,4,0,1,1
7341,2010,MO,0,1,2,,0,,5,2,2,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,4,2,4,1,1,1,,3,2,4,0,1,1
7342,2010,MO,0,1,2,,0,,3,6,1,6,0,0,1,0,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,1,0,,,0,,,,1,0,1,1,1,1,1,1,1,0,0,1,D,1,0,0,,,,,,,,,,,,,,,,,,,1,5,4,3,3,1,3,1,3,1,1,5,0,1,1
7343,2010,MO,0,1,2,,0,,5,3,2,13,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,3,5,1,1,1,,2,3,3,0,1,M
7344,2010,MO,0,1,2,,0,,6,2,2,15,0,1,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,2,5,3,4,4,1,1,,3,3,2,0,1,1
7345,2010,MO,1,1,2,,0,,5,2,2,11,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,4,,3,1,1,1,,3,,,,4,3,3,1,1,1,,2,5,3,0,1,1
7346,2010,MO,0,1,2,,0,,4,2,2,9,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,4,2,3,1,1,1,,3,4,2,0,1,1
7347,2010,MO,1,1,2,,0,,2,2,2,12,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,1,1,1,,1,,,2,5,4,5,1,1,1,,2,3,3,0,1,M
7348,2010,MO,0,1,1,,0,,2,2,1,2,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,1,5,1,0,1,1
7349,2010,MO,0,1,2,,0,,3,1,1,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,3,4,3,0,1,M
7350,2010,MO,1,1,1,,0,,4,4,2,0,0,1,0,1,1,0,0,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,,,1,,0,,,0,,,,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,2,2,,,,1,1,1,2,,1,1,5,0,1,1
7351,2010,MO,0,1,1,,0,,2,2,2,3,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7352,2010,MO,0,1,1,,0,,2,2,2,3,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7353,2010,MO,0,1,1,,0,,2,2,2,3,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7354,2010,MO,0,1,1,,0,,2,2,2,3,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7355,2010,MO,0,1,2,,0,,5,5,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,1,0,0,,,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,2,1,1,1,1,,2,,,,1,1,1,1,1,1,,4,2,2,0,1,M
7356,2010,MO,0,1,2,,0,,6,5,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,,2,1,4,0,1,1
7357,2010,MO,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,0,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,3,3,4,1,1,,3,,,1,5,3,4,5,1,1,,2,1,5,0,1,1
7358,2010,MO,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,3,3,4,1,1,,3,,,,5,2,4,5,1,1,,1,1,5,0,1,1
7359,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7360,2010,MO,0,1,2,,0,,2,5,2,5,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,2,3,3,0,1,M
7361,2010,MO,0,1,1,,M,,2,2,2,4,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,,3,2,3,0,1,M
7362,2010,MO,0,1,2,,1,2,5,1,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,,5,1,1,0,1,1
7363,2010,MO,0,1,1,,0,,2,1,1,1,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,1,5,1,0,1,M
7364,2010,MO,0,1,1,,0,,1,2,2,2,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,,0,0,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,1,,1,5,1,0,1,M
7365,2010,MO,0,1,2,,0,,2,0,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,1,4,4,0,M,1
7366,2010,MO,0,1,2,,0,,3,2,2,5,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,0,D,D,D,1,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,,4,1,1,0,1,M
7367,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7368,2010,MO,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7369,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7370,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7371,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7372,2010,MO,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7373,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
