CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7374,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7375,2010,MO,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7376,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7377,2010,MO,0,1,2,,0,,4,2,1,3,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,,2,4,4,0,M,1
7378,2010,MO,0,1,2,,0,,4,2,2,7,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7379,2010,MO,0,1,2,,0,,3,2,2,5,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,M,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,4,2,3,1,1,1,,5,1,1,0,1,M
7380,2010,MO,0,1,2,,0,,5,3,2,13,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,5,4,5,4,1,1,,2,3,3,0,1,M
7381,2010,MO,0,1,2,,0,,3,3,1,4,0,0,1,0,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,0,,,0,,,,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,5,,,,5,1,5,1,5,1,1,5,0,1,M
7382,2010,MO,1,1,2,,0,,6,7,2,18,1,1,1,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,3,5,1,5,1,1,1,,5,,,1,5,3,5,1,1,1,,3,2,2,0,1,M
7383,2010,MO,1,0,2,,0,,1,1,2,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,4,,,2,1,1,1,,2,,,,,,,,,,,4,2,1,0,1,M
7384,2010,MO,1,1,2,,0,,5,3,2,12,0,1,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,0,,,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,2,5,,4,1,1,1,,4,,,,1,2,2,1,1,1,,3,2,3,0,1,M
7385,2010,MO,1,1,6,1,1,1,6,7,2,14,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,D,1,1,2,,1,1,1,1,,1,,4,,3,1,1,1,,3,,,1,,4,4,1,1,1,,3,4,1,0,M,1
7386,2010,MO,0,1,2,,0,,3,1,1,2,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,,2,4,2,0,1,M
7387,2010,MO,1,1,2,,0,,3,2,2,12,1,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,,,,,,,,,4,5,2,5,1,1,1,,4,,,,5,5,5,1,1,1,,3,2,2,0,1,M
7388,2010,MO,1,1,2,,0,,4,6,1,10,1,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,2,4,,4,1,1,1,,4,,,,5,3,4,1,1,1,,3,2,2,1,1,M
7389,2010,MO,1,1,2,,0,,6,5,2,11,0,1,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,1,4,,3,1,1,1,,3,,,1,,3,3,1,1,1,,4,2,2,0,1,M
7390,2010,MO,1,1,2,,0,,3,2,2,10,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,4,4,,4,1,1,1,,4,,,1,2,3,3,1,1,1,,4,2,1,0,1,M
7391,2010,MO,1,1,2,,0,,4,3,2,7,0,1,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,,,,,,,,,2,4,,3,1,1,1,,3,,,3,1,3,3,1,1,1,,2,2,4,0,1,M
7392,2010,MO,1,1,2,,0,,6,2,2,11,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,2,5,5,5,5,1,1,,5,,,,,5,5,5,1,1,,1,4,5,0,1,1
7393,2010,MO,0,1,2,,0,,6,2,2,8,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7394,2010,MO,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,4,4,5,5,1,1,1,,5,1,1,0,1,1
7395,2010,MO,1,1,2,,0,,6,2,2,13,0,1,0,0,1,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,1,1,0,1,1,,,,,,,,,3,3,,3,1,1,5,,3,,,,,,,,,,,5,1,1,0,1,M
7396,2010,MO,0,1,2,,0,,5,5,2,13,1,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,,,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,3,,2,1,1,1,,2,,,1,3,4,4,1,1,1,,2,2,5,0,1,M
7397,2010,MO,1,1,2,,0,,5,3,2,13,0,0,1,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,1,5,1,4,1,1,1,,5,,,,,,,1,1,1,,2,3,3,1,1,M
7398,2010,MO,0,1,6,2,0,,3,0,2,1,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
7399,2010,MO,0,1,2,,0,,6,3,2,7,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,3,2,2,1,1,1,,2,3,3,0,1,M
7400,2010,MO,1,1,2,,0,,5,7,2,7,0,1,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,0,0,0,1,0,0,0,0,1,,,,,,,,,3,5,,5,1,1,4,,5,,,,,,,,,,,4,1,1,0,1,1
7401,2010,MO,1,1,2,,0,,5,3,2,10,0,1,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,4,,4,1,1,1,,4,,,1,4,2,3,1,1,1,,3,3,2,0,1,1
7402,2010,MO,1,1,2,,0,,3,7,2,10,0,1,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,4,5,5,1,1,4,,5,,,,,,,1,1,1,,2,4,4,1,1,M
7403,2010,MO,1,1,2,,1,1,2,7,2,8,0,1,0,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,4,,2,1,1,1,,1,,,,,,,,,,2,,2,3,5,5,1,1,5,,1,3,5,0,1,1
7404,2010,MO,1,1,1,,1,2,4,2,2,7,0,1,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,5,5,5,1,1,2,,2,3,3,,3,1,1,1,,2,,,,2,,1,1,1,1,,5,2,1,0,1,1
7405,2010,MO,0,1,2,,0,,4,1,2,14,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,5,4,5,1,1,1,,5,1,1,0,1,M
7406,2010,MO,1,1,2,,0,,4,3,2,12,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,5,,4,1,1,1,,5,,,,,,,,,,,2,3,3,0,1,M
7407,2010,MO,0,1,2,,0,,6,4,2,16,1,1,0,1,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,D,1,1,1,1,,,,,,,,,,3,,2,1,1,1,,2,,,3,4,4,5,1,1,1,,4,2,2,0,1,M
7408,2010,MO,1,1,2,,0,,4,2,1,8,0,1,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,1,0,0,,,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,,,,,,,,,1,4,,4,1,1,1,,4,,,,,4,3,1,1,1,,3,3,3,1,1,1
7409,2010,MS,0,1,2,,1,1,6,5,2,14,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,,4,2,1,0,1,1
7410,2010,MS,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,,,,,,,,,,,1,1,1,1,1,,2,,,4,3,,2,1,1,1,,4,1,2,1,1,M
7411,2010,MS,0,1,2,,0,,3,3,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,1,0,0,1,,,,,,,,,,5,1,4,1,1,1,,5,,,,,,,,,,,2,1,5,0,1,1
7412,2010,MS,0,1,2,,0,,3,1,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,1,,,,,,,,,,,5,1,1,1,1,M
7413,2010,MS,0,1,2,,0,,4,1,1,5,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,,2,5,2,0,1,1
7414,2010,MS,0,1,2,,0,,3,1,1,1,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,3,1,2,1,1,1,,2,3,3,0,1,M
7415,2010,MS,0,1,2,,0,,4,7,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,1,0,0,,,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,3,3,4,1,1,,3,,,,1,,1,2,1,1,,5,1,1,0,1,1
7416,2010,MS,1,1,2,,0,,4,1,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,1,,,,,,,,,,,5,1,1,1,1,M
7417,2010,MS,0,1,2,,0,,5,2,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,4,,3,1,1,1,,3,,,,,,,,,,,5,1,1,0,1,M
7418,2010,MS,0,1,2,,0,,4,2,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,5,5,1,1,1,,4,,,,,,,,,,,4,2,1,1,1,M
7419,2010,MS,0,1,2,,0,,6,3,2,13,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,,3,2,2,0,1,M
7420,2010,MS,1,1,2,,0,,5,4,2,8,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,4,3,1,1,1,,4,,,,,2,2,2,1,1,,2,3,3,1,1,M
7421,2010,MS,0,1,2,,0,,2,2,2,7,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,4,,,,,,,1,1,1,,1,3,5,0,1,M
7422,2010,MS,0,1,2,,0,,3,3,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,2,4,4,5,1,1,,4,,,,,,,,,,,4,1,1,1,1,M
7423,2010,MS,1,1,2,,0,,4,3,2,10,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,3,1,1,1,1,1,,5,1,1,1,1,M
7424,2010,MS,0,1,2,,1,1,2,0,1,4,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,,2,3,3,0,1,1
7425,2010,MS,1,1,2,,1,1,4,7,2,10,0,1,1,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,1,1,0,0,,,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,,,,1,1,1,,1,,,,,,,,,,,,,1,,1,1,1,1,,1,5,1,0,1,1
7426,2010,MS,1,1,1,,1,2,5,7,2,8,0,0,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,0,1,1,0,1,1,1,0,,,,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,3,,2,1,1,1,,1,,,,,,,,,,,,1,3,,1,1,1,1,,3,4,1,0,1,1
7427,2010,MS,0,1,1,,0,,4,6,2,9,0,0,1,1,0,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,,,,2,1,3,1,3,1,1,5,0,1,1
7428,2010,MS,1,1,1,,1,1,3,7,2,9,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,0,1,0,0,1,1,1,1,1,1,3,1,2,1,1,1,,1,,,,,,,,,,,,,,,,,,,,5,1,1,0,1,1
7429,2010,MS,0,1,2,,0,,3,2,2,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,2,2,1,1,1,,2,,,,,,,,,,,5,1,1,1,1,M
7430,2010,MS,1,1,1,,0,,3,7,2,9,0,1,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,1,1,1,0,,,,,,0,0,0,0,1,0,0,0,1,1,,,,,,,,,3,3,5,5,1,1,1,,5,,,,,,,,,,,4,1,3,0,1,1
7431,2010,MS,0,1,3,,0,,3,5,2,5,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,4,1,3,1,1,1,,4,,,,1,1,1,1,1,1,,1,3,4,1,1,M
7432,2010,MS,0,1,4,,0,,6,4,2,14,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,5,1,1,0,1,M
7433,2010,MS,0,1,1,,0,,5,2,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,3,5,5,1,1,1,,4,2,2,0,1,M
7434,2010,MS,1,1,4,,1,1,5,7,2,10,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,,0,0,1,1,1,0,,,,0,,,,,,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,4,0,1,1
7435,2010,MS,0,1,1,,0,,5,1,2,6,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,,2,2,4,0,1,M
7436,2010,MS,0,1,1,,0,,5,3,2,2,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,0,,,,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,1,,5,1,1,0,1,M
7437,2010,MS,0,1,2,,0,,4,3,2,12,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,5,1,1,1,1,M
7438,2010,MS,0,1,2,,0,,3,2,2,13,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,D,0,0,0,,,,,,,,,,,3,3,1,1,1,,2,,,,,,,,,,,5,1,1,1,1,M
7439,2010,MS,1,0,1,,1,1,5,7,1,6,0,1,0,0,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,0,0,,,,0,,,,,,0,0,0,0,1,1,1,1,1,1,4,,3,1,1,1,,3,,,,,,,,,,,,,,,,,,,,2,3,3,0,1,1
7440,2010,MS,0,1,2,,0,,3,,1,8,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,0,,,0,,,,1,0,0,0,0,1,1,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,3,2,2,0,1,M
7441,2010,MS,0,1,2,,0,,4,2,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,,3,4,1,0,1,M
7442,2010,MS,0,1,2,,0,,5,0,2,6,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7443,2010,MS,0,1,2,,0,,4,0,1,4,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,D,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,4,1,1,0,1,M
7444,2010,MS,0,1,2,,0,,3,1,1,9,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,3,2,2,0,1,M
7445,2010,MS,0,1,2,,0,,5,1,2,6,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7446,2010,MS,0,1,6,2,1,1,5,7,2,5,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,0,D,D,D,1,D,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,0,M,1
7447,2010,MS,0,1,6,2,1,1,2,3,2,3,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,,1,5,1,0,M,1
7448,2010,MS,0,1,2,,0,,4,2,2,14,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,1,1,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,4,4,5,1,1,1,,5,,,,,,,,,,,4,1,1,1,1,M
7449,2010,MS,0,1,2,,0,,3,2,2,6,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
