CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,OTHER_SRVC,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC126,SRVC127,SRVC128,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIVIVNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCVIVNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPVIVNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
11310,2013,PA,0,1,2,,1,3,5,6,2,13,0,0,0,0,1,0,0,1,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,1,1,3,2,1,2,1,1,2,3,,,,,,,,,,,,2,4,2,0,1,M
11311,2013,PA,0,1,2,,0,,6,2,1,7,0,0,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,4,3,1,0,1,M
11312,2013,PA,0,1,2,,0,,1,1,2,5,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,M,M,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,D,0,1,0,1,D,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,5,1,1,1,,1,1,5,0,1,1
11313,2013,PA,0,1,1,,0,,5,0,2,5,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,D,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,2,1,1,1,,2,4,4,0,1,M
11314,2013,PA,1,1,2,,1,1,5,7,2,13,0,0,1,0,1,0,0,0,0,2,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,,,,0,1,0,0,1,1,D,1,D,1,D,1,1,1,1,1,1,1,,1,2,3,1,2,1,1,1,1,,2,,,,,,,,,,,,3,1,4,0,1,1
11315,2013,PA,0,1,2,,1,1,5,3,2,14,0,0,0,0,1,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,0,0,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,1,,2,2,4,0,1,1
11316,2013,PA,0,1,1,,0,,5,0,2,4,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,D,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,1,1,1,1,,2,4,4,0,1,M
11317,2013,PA,0,1,2,,0,,7,3,2,12,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,1,,5,1,1,0,1,M
11318,2013,PA,0,1,2,,0,,6,2,2,7,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,1,,2,2,4,0,1,M
11319,2013,PA,0,1,1,,0,,2,0,2,2,0,0,0,0,0,0,0,0,,,M,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,5,2,0,1,M
11320,2013,PA,0,1,2,,0,,4,3,2,11,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,0,0,1,0,1,1,1,D,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,1,1,,5,1,1,0,1,M
11321,2013,PA,1,1,1,,0,,7,7,2,15,0,0,1,1,1,1,1,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,1,1,1,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,3,4,3,5,1,1,4,1,,4,,,,,,,,,,,,4,1,4,0,1,1
11322,2013,PA,0,1,2,,0,,2,2,2,1,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,2,4,2,0,1,M
11323,2013,PA,0,1,2,,0,,7,1,2,8,0,2,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,,4,1,2,0,1,M
11324,2013,PA,0,1,1,,0,,4,3,2,5,0,1,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,5,3,1,1,1,,4,1,2,0,1,1
11325,2013,PA,0,1,1,,0,,4,0,2,2,0,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,3,2,1,1,1,,4,1,2,0,1,M
11326,2013,PA,0,1,1,,0,,3,6,2,8,0,0,0,0,1,0,0,1,1,1,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
11327,2013,PA,0,1,2,,0,,1,0,2,13,0,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,5,1,1,0,1,M
11328,2013,PA,0,1,1,,0,,6,2,2,8,0,1,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,1,4,5,0,1,M
11329,2013,PA,0,1,1,,0,,4,3,2,7,0,0,0,0,1,0,0,1,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
11330,2013,PA,0,1,2,,1,2,5,4,2,6,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
11331,2013,PA,0,1,2,,0,,2,2,2,3,0,0,0,1,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,5,1,1,1,1,,4,1,1,0,M,1
11332,2013,PA,0,1,1,,0,,5,3,2,10,0,0,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
11333,2013,PA,0,1,1,,0,,6,2,2,12,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,D,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,1,,2,1,4,0,1,M
11334,2013,PA,0,1,2,,0,,4,1,2,13,1,0,0,0,1,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,1,,1,0,0,0,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,1,D,0,1,1,1,1,D,1,D,,,,,,,,,,1,1,2,1,1,1,1,1,,1,,,,,,,,,,,,4,1,2,0,1,1
11335,2013,PA,0,1,1,,0,,5,5,2,13,0,0,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,1,3,2,4,1,1,1,1,,4,,,,,,,,,,,,1,1,5,1,M,M
11336,2013,PA,0,1,1,,0,,4,1,2,3,0,0,0,0,0,0,0,0,,,5,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,1,D,1,0,,,,,,,,,,,,,,,,,,,,1,1,5,5,4,5,1,1,1,1,,5,1,1,0,1,M
11337,2013,PA,0,1,1,,0,,5,0,2,4,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,D,0,1,1,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,2,1,1,1,,2,4,4,0,1,M
11338,2013,PA,0,1,1,,0,,5,0,2,4,0,3,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,D,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,1,,2,4,4,0,1,M
11339,2013,PA,1,1,2,,0,,7,7,2,14,0,0,0,0,1,0,0,1,0,1,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,0,1,1,0,0,1,1,1,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,3,3,1,5,4,4,1,3,1,1,3,4,1,1,0,1,1
11340,2013,PA,0,1,2,,0,,5,2,2,4,0,0,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,5,1,1,1,,2,4,2,0,1,M
11341,2013,PA,0,1,2,,0,,2,5,2,12,0,0,1,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,1,1,3,2,1,1,1,1,,3,,,,,,,,,,,,5,1,1,1,1,M
11342,2013,PA,1,1,1,,0,,6,3,2,12,0,0,0,1,0,0,1,1,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,0,0,,,,,,0,1,0,0,1,0,1,0,0,1,0,,,,,,,,,,2,2,1,2,1,1,3,1,2,2,,,,,,,,,,,,1,4,5,0,1,1
11343,2013,PA,0,1,2,,0,,5,1,2,9,0,1,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,3,1,1,1,,1,2,5,0,1,M
11344,2013,PA,1,1,1,,0,,7,7,2,18,0,3,1,1,0,1,1,0,,,4,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,1,1,1,0,,,,,,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,4,2,2,3,1,1,4,1,,3,,,,,,,,,,,,1,5,3,0,1,M
11345,2013,PA,0,1,2,,0,,4,1,2,13,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,1,0,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,5,1,1,1,1,M
11346,2013,PA,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,0,0,,,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,1,D,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,1,1,1,1,,5,1,1,0,1,M
11347,2013,PA,0,1,2,,0,,2,2,2,4,0,0,0,0,0,1,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,1,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,D,0,0,0,,,,,,,,,,,,,,,,,,,,1,5,1,5,4,5,1,1,5,1,,1,1,5,0,1,M
11348,2013,PA,0,1,2,,0,,2,1,2,4,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,1,1,1,1,,4,2,1,0,1,M
11349,2013,PA,0,1,2,,0,,6,6,2,14,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,5,1,1,1,1,,2,2,4,0,1,1
11350,2013,PA,0,1,1,,0,,4,2,2,7,0,0,0,0,0,0,0,0,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,3,1,1,1,,2,3,3,0,1,M
11351,2013,PA,0,1,1,,0,,5,0,2,4,0,3,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,0,0,D,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,5,5,3,1,1,1,,2,4,4,0,1,M
11352,2013,PA,0,1,1,,0,,6,2,2,9,0,2,0,0,0,0,0,0,,,2,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,4,1,1,1,,4,1,1,0,1,M
11353,2013,PA,0,1,2,,0,,6,0,2,9,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,3,1,1,2,1,,3,2,2,0,1,1
11354,2013,PA,0,1,2,,0,,6,7,2,13,0,0,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,3,4,1,1,1,,4,1,3,0,1,1
11355,2013,PA,0,1,2,,1,1,3,3,2,6,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,4,3,1,1,1,,5,1,1,0,1,1
11356,2013,PA,0,1,2,,0,,5,5,2,11,0,0,0,0,0,1,1,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,3,1,4,2,4,1,1,3,1,,1,2,5,0,1,1
11357,2013,PA,0,1,1,,0,,3,3,2,7,0,0,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,1,D,0,0,0,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
11358,2013,PA,0,1,1,,0,,5,4,2,8,0,0,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,1,4,1,1,5,0,1,1
11359,2013,PA,0,1,1,,0,,6,6,2,15,0,1,0,0,1,0,0,1,1,1,2,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,,1,1,0,0,1,0,0,0,1,1,1,1,0,,,0,,,,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,D,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,1,5,1,1,5,0,1,1
11360,2013,PA,1,1,1,,0,,4,5,2,3,0,0,0,0,1,0,0,1,1,3,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,1,3,1,1,5,0,1,1
11361,2013,PA,1,1,1,,0,,3,5,2,4,0,0,0,0,1,0,0,1,1,3,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,D,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,1,2,1,1,5,0,1,1
11362,2013,PA,1,1,6,1,1,1,5,6,2,13,0,0,1,0,0,1,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,3,1,1,1,1,,1,,,,,,,,,,,1,1,1,1,3,3,1,1,2,1,,2,4,2,0,M,1
11363,2013,PA,0,1,6,2,0,,5,2,2,5,0,0,1,1,0,0,0,0,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,0,0,0,1,1,1,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,,1,5,2,0,M,1
11364,2013,PA,0,1,6,1,0,,5,7,2,6,0,0,0,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,4,4,0,M,1
11365,2013,PA,0,1,6,1,0,,7,7,2,5,0,0,1,0,0,0,0,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,4,4,0,M,1
11366,2013,PA,0,1,1,,0,,2,2,2,5,0,3,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,M,M,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,3,4,1,1,1,,3,2,3,0,1,M
11367,2013,PA,0,1,1,,0,,5,2,2,4,0,3,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,1,D,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,4,1,1,1,,1,2,5,0,1,1
11368,2013,PA,0,1,1,,0,,5,2,2,5,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,4,4,1,1,1,,5,1,1,0,1,M
11369,2013,PA,1,0,2,,1,1,5,7,1,14,0,0,1,0,1,1,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,0,,,,,,0,0,1,0,1,1,1,D,1,1,D,5,1,4,1,1,3,1,,3,,,,,,,,,,,,,,,,,,,,,,2,5,1,0,1,1
11370,2013,PA,1,1,1,,0,,6,2,2,4,0,2,0,0,0,1,0,0,0,3,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,4,1,1,2,3,1,1,4,1,,2,2,4,0,M,M
11371,2013,PA,0,1,1,,0,,1,2,2,4,0,0,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,0,1,1,1,1,0,0,1,1,1,1,0,,,1,0,1,1,0,,,,,,0,1,0,0,1,0,1,1,D,1,0,,,,,,,,,,1,5,5,5,1,1,1,1,,3,,,,,,,,,,,,5,1,1,0,1,M
11372,2013,PA,0,1,2,,0,,5,2,2,11,0,1,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,D,,,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,1,,2,3,3,0,1,1
11373,2013,PA,0,1,1,,0,,7,1,2,6,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,3,1,1,1,1,,5,1,1,0,1,1
