CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7266,2011,MN,0,1,1,,0,,3,1,1,2,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,,0,0,0,,,0,,,,1,0,0,0,1,1,0,M,0,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,3,4,1,0,M,1
7267,2011,MN,0,1,1,,0,,2,2,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,1,1,4,4,1,1,1,,3,1,1,1,1,1,1,1,1,1,,2,4,4,1,1,M
7268,2011,MN,0,1,2,,1,1,5,7,2,6,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,1,0,0,,,1,0,1,0,0,,,,,,0,0,1,0,1,0,0,1,1,1,0,,,,,,,,,1,3,1,2,3,1,1,,3,,,,,,,,,,,4,1,3,0,1,1
7269,2011,MN,1,1,1,,0,,7,5,2,13,0,0,M,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,M,0,1,0,0,,,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,D,,,,,,,,,2,5,1,5,1,1,1,,5,1,1,5,1,1,3,1,1,1,,4,1,1,0,1,1
7270,2011,MN,0,1,1,,0,,6,2,2,10,0,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,1,1,1,1,1,,4,2,1,0,1,1
7271,2011,MN,0,1,2,,0,,5,2,2,8,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,1,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,1,1,3,2,3,1,1,,2,,,,,,,,,,,5,1,1,1,1,M
7272,2011,MN,0,1,1,,0,,4,2,2,5,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,2,1,1,,3,4,1,0,1,M
7273,2011,MN,1,1,1,,0,,3,3,2,10,0,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
7274,2011,MN,0,1,2,,0,,1,2,1,6,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,4,1,1,0,M,M
7275,2011,MN,0,1,2,,0,,4,2,2,10,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,0,0,1,0,1,0,1,1,1,1,D,,,,,,,,,1,3,1,2,1,1,1,,2,,,,,,,,,,,5,2,1,0,1,M
7276,2011,MN,1,1,2,,0,,4,3,2,12,0,0,0,0,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,D,,,,,,,,,1,5,1,5,2,1,1,,5,1,1,2,4,1,3,1,1,1,,3,2,3,0,1,1
7277,2011,MN,0,1,2,,0,,0,2,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,D,D,D,D,D,D,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,1,5,4,1,M,M
7278,2011,MN,0,1,5,,0,,5,2,2,9,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,1,1,1,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,1,1,M
7279,2011,MN,0,1,2,,1,1,3,2,2,2,0,0,M,0,0,0,0,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,2,5,1,0,1,1
7280,2011,MN,0,1,1,,0,,5,2,2,10,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,1,1,1,,2,3,3,0,1,M
7281,2011,MN,0,1,2,,1,1,3,1,2,4,0,0,0,0,0,0,0,,,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,D,0,1,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,3,1,1,,5,1,2,0,1,1
7282,2011,MN,0,1,1,,0,,3,1,2,5,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,4,1,1,,5,1,1,0,1,M
7283,2011,MN,0,1,2,,0,,7,2,2,9,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,3,1,1,,4,3,1,0,1,M
7284,2011,MN,0,1,2,,1,1,1,1,2,5,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,1,1,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,4,2,0,1,M
7285,2011,MN,0,1,5,,0,,2,0,2,7,0,1,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,1,1,D,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,5,1,0,M,M
7286,2011,MN,0,1,2,,0,,7,2,2,14,0,0,0,0,1,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,1,0,1,1,0,0,1,0,1,D,D,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,3,4,1,0,1,1
7287,2011,MN,0,1,2,,0,,3,2,2,5,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
7288,2011,MN,0,1,1,,0,,4,2,2,14,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,1,,,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,1,1,1,1,0,,,,,,,,,1,1,1,1,2,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
7289,2011,MN,1,1,1,,0,,3,3,2,10,0,0,0,1,1,0,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,2,1,2,1,2,1,1,5,0,1,1
7290,2011,MN,0,1,1,,0,,5,1,2,9,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,5,1,1,0,1,M
7291,2011,MN,0,1,1,,0,,5,2,2,8,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,,0,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,3,1,1,,2,5,2,0,1,M
7292,2011,MN,0,1,2,,0,,5,3,2,14,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,0,0,0,,,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,D,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,1,3,2,3,1,1,1,,5,1,1,1,1,M
7293,2011,MN,0,1,5,,0,,5,3,2,13,0,0,0,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,1,1,,4,1,2,0,M,M
7294,2011,MN,0,1,2,,0,,4,1,2,9,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,1,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,1,1,3,3,4,1,1,,3,,,,,,,,,,,3,1,4,0,1,M
7295,2011,MN,1,1,6,1,1,1,6,7,2,13,0,1,1,1,1,0,1,0,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,2,5,5,1,1,5,2,2,5,1,0,M,1
7296,2011,MN,0,1,6,1,1,1,6,7,2,16,0,1,M,0,1,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,,,,,,,,,1,5,5,5,1,1,1,,5,1,1,1,1,3,3,1,1,1,,2,3,3,0,M,1
7297,2011,MN,0,1,1,,1,1,4,1,2,9,0,0,M,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,3,1,1,,1,5,2,0,1,1
7298,2011,MN,0,1,2,,0,,7,0,2,11,0,1,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,2,2,0,1,M
7299,2011,MN,0,1,3,,0,,3,0,2,11,0,0,0,1,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,,,,,,,,,1,2,4,4,3,1,1,,5,1,1,3,4,2,3,3,1,1,,4,1,2,0,1,1
7300,2011,MN,1,1,2,,0,,2,3,2,12,0,0,M,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,0,0,1,0,1,1,1,1,1,1,D,,,,,,,,,5,3,1,4,1,1,1,,4,,,,,,,,,,,2,4,2,0,1,M
7301,2011,MN,0,1,2,,0,,2,2,1,10,0,0,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,5,2,1,0,1,M
7302,2011,MN,0,1,1,,0,,2,3,2,12,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,,0,,,1,0,1,1,0,,,,,,0,0,0,0,1,0,0,1,0,1,1,,,,,,,,,1,2,5,5,1,1,1,,5,,,,,,,,,,,4,1,1,1,1,M
7303,2011,MN,0,1,3,,0,,4,7,2,12,0,1,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,D,,,,,,,,,1,1,5,4,1,1,1,,5,1,1,1,1,4,4,3,1,1,,3,3,2,0,1,1
7304,2011,MN,0,1,2,,0,,4,2,2,14,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,0,0,,,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,D,D,1,D,1,D,,,,,,,,,1,1,2,2,1,1,1,,2,1,1,1,1,1,1,1,1,1,,2,5,1,1,1,M
7305,2011,MN,1,1,2,,0,,5,3,2,10,0,0,M,0,0,0,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,0,1,,0,0,0,1,0,0,,,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,D,,,,,,,,,1,3,1,3,1,1,1,,2,1,1,1,2,1,1,1,1,1,,3,4,1,0,1,M
7306,2011,MN,1,1,2,,0,,5,3,2,13,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,,,,,,,,,1,5,4,5,1,1,1,,5,1,1,1,3,2,2,1,1,1,,4,3,1,0,1,M
7307,2011,MN,0,1,2,,0,,3,2,2,5,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,D,D,1,1,1,D,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7308,2011,MN,0,1,2,,0,,6,5,2,15,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,1,0,0,,,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,1,1,1,1,1,1,1,,4,2,2,1,1,M
7309,2011,MN,0,1,2,,0,,4,7,2,9,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,1,1,0,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,M
7310,2011,MN,0,1,2,,0,,5,3,2,15,0,1,1,0,1,1,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,D,,,,,,,,,1,3,4,4,1,1,1,,4,1,1,1,1,2,2,1,1,1,,2,5,1,0,1,M
7311,2011,MN,0,1,3,,0,,5,7,2,15,0,0,M,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,,,,,,,,,1,3,2,4,1,1,1,,4,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
7312,2011,MN,1,1,1,,0,,3,3,2,12,0,1,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,D,1,D,1,D,,,,,,,,,3,4,1,4,1,1,1,,3,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7313,2011,MN,0,1,2,,0,,7,6,2,14,0,1,1,1,0,0,0,,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,1,1,4,3,1,1,1,,4,,,,,,,,,,,1,5,1,0,1,1
7314,2011,MN,1,0,2,,0,,5,3,2,10,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,1,0,,,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,D,D,D,1,1,D,,,,,,,,,4,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,,4,4,1,0,1,M
7315,2011,MN,1,1,2,,1,1,7,7,2,17,1,1,1,0,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,0,0,,,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,1,5,4,5,1,1,3,,5,4,1,4,3,4,4,1,1,3,,1,4,4,0,1,1
7316,2011,MN,0,1,2,,0,,7,1,2,14,0,1,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,D,D,D,D,1,D,,,,,,,,,1,1,5,4,1,1,1,,4,1,1,4,4,1,4,1,1,1,,5,1,1,1,1,1
7317,2011,MN,1,1,2,,1,1,4,7,1,11,0,1,0,1,1,1,1,0,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,0,,,,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7318,2011,MN,0,1,3,,0,,6,7,2,13,0,1,M,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,D,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
7319,2011,MN,0,1,2,,0,,1,2,2,10,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,1,1,1,1,1,,3,,,,,,,,,,,3,2,2,0,1,M
7320,2011,MN,0,1,1,,0,,5,2,2,4,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,2,5,1,0,1,M
7321,2011,MN,0,1,2,,0,,5,3,2,12,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,1,1,0,1,0,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,3,4,1,1,M,M
7322,2011,MN,0,1,2,,0,,3,3,2,9,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,1,1,0,1,1,,,,,,,,,1,1,3,2,1,1,1,,3,,,,,,,,,,,3,2,2,1,1,M
7323,2011,MN,0,1,2,,0,,6,3,2,15,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,D,D,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,,2,3,3,0,1,1
7324,2011,MN,0,1,2,,1,1,4,3,2,10,0,1,0,0,1,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,D,,,,,,,,,1,4,1,3,1,1,1,,4,1,1,1,5,5,5,1,1,1,,4,2,2,0,1,1
7325,2011,MN,0,1,3,,0,,4,5,2,12,0,1,0,0,0,0,0,,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,D,1,D,,,,,,,,,1,1,4,4,1,1,1,,4,1,1,1,3,2,3,1,1,1,,5,1,1,0,1,1
7326,2011,MN,0,1,2,,0,,2,2,2,12,0,0,M,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,1,1,1,1,1,D,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,2,4,4,0,1,M
7327,2011,MN,0,1,2,,0,,1,2,2,12,0,0,0,1,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,1,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,2,,,,,,,,,,,4,1,1,1,1,M
7328,2011,MN,0,1,1,,0,,3,2,2,7,0,0,0,0,0,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,D,1,0,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,1,1,1,,1,5,2,0,1,M
7329,2011,MN,1,1,2,,1,1,6,7,2,13,0,1,1,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,,1,1,4,1,3,1,1,1,,4,1,1,1,1,2,2,1,1,1,,3,4,1,0,1,M
7330,2011,MN,0,1,2,,0,,5,1,2,10,0,0,0,0,0,0,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,1,1,1,,1,5,4,0,1,M
7331,2011,MN,0,1,2,,0,,3,3,2,13,0,0,0,0,1,0,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,D,,,,,,,,,1,1,3,3,1,1,1,,3,1,1,1,1,2,1,1,1,1,,1,5,3,1,1,1
7332,2011,MN,0,1,2,,0,,3,2,2,5,0,0,0,0,0,0,0,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,D,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,,2,3,4,0,1,M
7333,2011,MN,0,1,2,,0,,5,2,2,13,0,0,0,0,1,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,1,0,0,1,0,0,1,0,1,D,D,1,D,1,D,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,4,1,0,1,M
7334,2011,MN,1,0,4,,0,,3,2,0,8,0,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,1,1,0,0,0,,,,,,0,0,0,0,1,0,0,0,0,1,D,,,,,,,,,5,1,1,4,1,1,1,,1,,,,,,,,,,,1,5,1,0,1,M
7335,2011,MN,1,1,2,,0,,6,7,2,11,0,1,1,0,1,1,0,,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,1,,1,0,0,,,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,1,5,3,5,5,1,1,,5,1,1,1,1,1,1,1,1,1,,3,1,4,0,1,1
7336,2011,MN,0,1,4,,0,,5,1,2,7,0,0,0,0,0,0,0,,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,3,1,0,1,M
7337,2011,MN,0,1,2,,0,,3,3,2,14,0,1,0,0,1,1,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,,1,1,4,3,1,1,1,,3,1,1,1,1,1,1,1,1,1,,1,5,4,1,1,1
